"RNAiID","batchID","RNAi_geneName","RNAi_WBID","RNAi_seeding_stage","intended_RNAi_gene_name","intended_RNAi_WBID","note","RNAi_identity_QC","isValidRNAi","isICEL","isMetabolic","incl_in_mGRN","isResponsive","N_DE_targetExcluded"
"x.alh_6 met3_lib1","met3_lib1","alh-6","WBGene00000112","L1","alh-6","WBGene00000112",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.acsd_1 met3_lib2","met3_lib2","acsd-1","WBGene00022104","L1","acsd-1","WBGene00022104",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_gln_1 met3_lib2","met3_lib2","VECTORLIKE-gln-1",NA,"L1","gln-1","WBGene00001602","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified an insertion identical to the empty vector, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.VECTORLIKE_tyr_2 met3_lib2","met3_lib2","VECTORLIKE-tyr-2",NA,"L1","tyr-2","WBGene00010661","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~600bp insertion targeting to E. coli genomic DNA, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.ech_5 met3_lib2","met3_lib2","ech-5","WBGene00001154","L1","ech-5","WBGene00001154",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.gpx_3 met3_lib3","met3_lib3","gpx-3","WBGene00007517","L1","pcs-1","WBGene00003960",NA,"swap",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.RCBVECTOR_T01D1.4 met3_lib3","met3_lib3","RCBVECTOR-T01D1.4",NA,"L1","T01D1.4","WBGene00020149","Failed to pass RNAi identity QC and Sanger sequencing found a recombined vector, with multiple cloning site truncated and T7 promotor deleted. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.Y53G8B.1 met3_lib3","met3_lib3","Y53G8B.1","WBGene00021817","L1","Y53G8B.1","WBGene00021817",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.kmo_1 met3_lib3","met3_lib3","kmo-1","WBGene00011089","L1","kmo-1","WBGene00011089",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.gst_42 met3_lib3","met3_lib3","gst-42","WBGene00001790","L1","gst-42","WBGene00001790",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_ddo_2 met3_lib3","met3_lib3","VECTORLIKE-ddo-2",NA,"L1","ddo-2","WBGene00017565","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified an insertion that is a truncated sequence of the empty vector, which lacks the multiple cloning site and only contains ~60bp dsRNA sequence., which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.amx_2 met3_lib4","met3_lib4","amx-2","WBGene00000138","L1","amx-2","WBGene00000138",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.T25B9.1 met3_lib4","met3_lib4","T25B9.1","WBGene00012007","L1","T25B9.1","WBGene00012007",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pstk_1 met3_lib4","met3_lib4","pstk-1","WBGene00013041","L1","pstk-1","WBGene00013041",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F01D4.8 met3_lib5","met3_lib5","F01D4.8","WBGene00008490","L1","F01D4.8","WBGene00008490",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.C01G10.9 met3_lib5","met3_lib5","C01G10.9","WBGene00007236","L1","C01G10.9","WBGene00007236",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.mett_10 met3_lib5","met3_lib5","mett-10","WBGene00014228","L1","mett-10","WBGene00014228",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.kmo_2 met3_lib5","met3_lib5","kmo-2","WBGene00011088","L1","kmo-2","WBGene00011088",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cpin_1 met3_lib6","met3_lib6","cpin-1","WBGene00000775","L1","cpin-1","WBGene00000775",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.K01C8.1 met3_lib6","met3_lib6","K01C8.1","WBGene00010456","L1","K01C8.1","WBGene00010456",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.nsun_5 met3_lib6","met3_lib6","nsun-5","WBGene00013151","L1","nsun-5","WBGene00013151",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.gst_43 met3_lib6","met3_lib6","gst-43","WBGene00001791","L1","gst-43","WBGene00001791",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_daao_1 met3_lib6","met3_lib6","RCBVECTOR-daao-1",NA,"L1","daao-1","WBGene00022076","Failed to pass RNAi identity QC and Sanger sequencing found a vector with truncated multiple cloning site and T7 promoter. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.pcbd_1 met3_lib6","met3_lib6","pcbd-1","WBGene00020397","L1","pcbd-1","WBGene00020397",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F13H8.9 met3_lib6","met3_lib6","F13H8.9","WBGene00017442","L1","F13H8.9","WBGene00017442",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.Y51H4A.7 met3_lib6","met3_lib6","Y51H4A.7","WBGene00013103","L1","Y51H4A.7","WBGene00013103",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.R102.4 met3_lib6","met3_lib6","R102.4","WBGene00011291","L1","R102.4","WBGene00011291",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.rars_1 met4_lib1","met4_lib1","rars-1","WBGene00004679","L1","rars-1","WBGene00004679",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.MULTIPLE_F54E4.13_F54E4.4 met4_lib1","met4_lib1","MULTIPLE-F54E4.13-F54E4.4",NA,"L1","pde-6","WBGene00022389","RNAi identity QC found the insert of the RNAi plasmid accidentally spaned multiple genes, resulting in unclear targeting specificity. Sanger sequencing found an insertion targeting to F02E8.4 and F02E8.3 that are neighbor genes in the genome. The tentative target genes (based on dsRNA signals / Sanger sequencing) were labeled in the RNAi gene name.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.pde_5 met4_lib1","met4_lib1","pde-5","WBGene00016328","L1","pde-5","WBGene00016328",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.upp_1 met4_lib1","met4_lib1","upp-1","WBGene00022817","L1","upp-1","WBGene00022817",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.dhp_1 met4_lib2","met4_lib2","dhp-1","WBGene00000963","L1","dhp-1","WBGene00000963",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.K05B2.4 met4_lib2","met4_lib2","K05B2.4","WBGene00019404","L1","K05B2.4","WBGene00019404",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.acy_2 met4_lib2","met4_lib2","acy-2","WBGene00000069","L1","acy-2","WBGene00000069",NA,"correct",TRUE,TRUE,FALSE,FALSE,FALSE,0
"x.hosl_1 met4_lib2","met4_lib2","hosl-1","WBGene00016704","L1","hosl-1","WBGene00016704",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pde_4 met4_lib2","met4_lib2","pde-4","WBGene00020114","L1","pde-4","WBGene00020114",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.gcy_12 met4_lib3","met4_lib3","gcy-12","WBGene00001538","L1","gcy-12","WBGene00001538",NA,"correct",TRUE,TRUE,FALSE,FALSE,FALSE,0
"x.ndx_6 met4_lib3","met4_lib3","ndx-6","WBGene00003583","L1","ndx-6","WBGene00003583",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_F58F9.1 met4_lib3","met4_lib3","SHORT-F58F9.1",NA,"L1","F58F9.1","WBGene00019055","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~1kb insertion targeting to introns of F58F9.1, with 30bp to one splicing isoform of F58F9.1, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.pde_1 met4_lib3","met4_lib3","pde-1","WBGene00011433","L1","pde-1","WBGene00011433",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_acy_1 met4_lib4","met4_lib4","VECTORLIKE-acy-1",NA,"L1","acy-1","WBGene00000068","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~600bp nsertion targeting to E. coli genomic DNA, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.cdd_1 met4_lib5","met4_lib5","cdd-1","WBGene00000391","L1","cdd-1","WBGene00000391",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.bus_18 met4_lib5","met4_lib5","bus-18","WBGene00044631","L1","bus-18","WBGene00044631",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pamn_1 met4_lib5","met4_lib5","pamn-1","WBGene00020556","L1","gcy-28","WBGene00020131",NA,"swap",TRUE,FALSE,TRUE,FALSE,FALSE,0
"x.dhp_2 met4_lib6","met4_lib6","dhp-2","WBGene00000964","L1","dhp-2","WBGene00000964",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.ndx_2 met4_lib6","met4_lib6","ndx-2","WBGene00003579","L1","ndx-2","WBGene00003579",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.Y50E8A.6 met4_lib6","met4_lib6","Y50E8A.6","WBGene00013049","L1","Y50E8A.6","WBGene00013049",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_folt_1 met5_lib1","met5_lib1","VECTORLIKE-folt-1",NA,"L1","folt-1","WBGene00007388","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified a vector with multiple cloning site truncated but T7 promotor intact, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.unc_25 met5_lib1","met5_lib1","unc-25","WBGene00006762","L1","unc-25","WBGene00006762",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F38B6.3 met5_lib1","met5_lib1","F38B6.3","WBGene00018173","L1","F38B6.4","WBGene00018174",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.SHORT_mtm_3 met5_lib2","met5_lib2","SHORT-mtm-3",NA,"L1","mtm-3","WBGene00003476","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified 24bp targeting to mtm-3, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.gcsh_1 met5_lib2","met5_lib2","gcsh-1","WBGene00008354","L1","gcsh-1","WBGene00008354",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.ogdh_2 met5_lib3","met5_lib3","npr-32","WBGene00013782","L1","ogdh-2","WBGene00014098","The target gene name in RNAi ID (ogdh-2) is different than that in the actual RNAi target annotation (npr-32). This is NOT a typo. Sanger sequencing of this RNAi clone was done in later stage of the project, therefore the ""RNAiID"" was not corrected for this sample (issue discovered date: June 27, 2023). Please refer to the actual RNAi gene name and WBID for the RNAi target identity.","swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.mpst_4 met5_lib3","met5_lib3","mpst-4","WBGene00017387","L1","mpst-4","WBGene00017387",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.SHORT_alh_3 met5_lib5","met5_lib5","SHORT-alh-3",NA,"L1","alh-3","WBGene00000109","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified 32bp+ 24bp targeting to alh-3, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.mpst_7 met5_lib5","met5_lib5","mpst-7","WBGene00011307","L1","mpst-7","WBGene00011307",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cbs_2 met5_lib5","met5_lib5","cbs-2","WBGene00018783","L1","cbs-2","WBGene00018783",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F11G11.5 met5_lib6","met5_lib6","F11G11.5","WBGene00017385","L1","F12F6.7","WBGene00008722",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.mpst_3 met5_lib6","met5_lib6","mpst-3","WBGene00010383","L1","mpst-3","WBGene00010383",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cysl_4 met5_lib6","met5_lib6","cysl-4","WBGene00019096","L1","cysl-4","WBGene00019096",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.SHORT_metr_1 met5_lib6","met5_lib6","SHORT-metr-1",NA,"L1","metr-1","WBGene00010988","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified 27 bp+24 bp targeting to metr-1, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.mpst_2 met5_lib6","met5_lib6","mpst-2","WBGene00010380","L1","mpst-2","WBGene00010380",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.RCBVECTOR_atp_5 met6_lib2","met6_lib2","RCBVECTOR-atp-5",NA,"L1","atp-5","WBGene00007385","Failed to pass RNAi identity QC and Sanger sequencing found a recombined vector, with multiple cloning site truncated and T7 promotor deleted. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.ocrl_1 met6_lib2","met6_lib2","ocrl-1","WBGene00007620","L1","ocrl-1","WBGene00007620",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cah_3 met6_lib2","met6_lib2","cah-3","WBGene00000281","L1","cah-3","WBGene00000281",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.SHORT_fdps_1 met6_lib2","met6_lib2","SHORT-fdps-1",NA,"L1","fdps-1","WBGene00011058","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified 28bp+22bp targeting to fbps-1, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.VECTORLIKE_F27D4.1 met6_lib2","met6_lib2","SHORT-F27D4.1",NA,"L1","F27D4.1","WBGene00009187","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~150bp insertion with 26bp+23bp targeting to exons of F27D4.1, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.gas_1 met6_lib3","met6_lib3","gas-1","WBGene00001520","L1","gas-1","WBGene00001520",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.mmab_1 met6_lib3","met6_lib3","mmab-1","WBGene00016144","L1","mmab-1","WBGene00016144",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.idi_1 met6_lib3","met6_lib3","VECTORLIKE-idi-1",NA,"L1","idi-1","WBGene00019460","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~100 bp insertion that showed poor BLAST result and does not target to any gene , which is similar to a vector control RNAi that expresses a non-targeting dsRNA. [NOTE: The target gene name in RNAi ID (idi-1) is different than that in the actual RNAi target annotation (NOSIGNAL FAILED QC). This is NOT a typo. Sanger sequencing of this RNAi clone was done in later stage of the project, therefore the ""RNAiID"" was not corrected for this sample (issue discovered date: June 27, 2023). Please refer to the actual RNAi gene name and WBID for the RNAi target identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.algn_12 met6_lib3","met6_lib3","algn-12","WBGene00022629","L1","algn-12","WBGene00022629",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.RCBVECTOR_atp_3 met6_lib3","met6_lib3","RCBVECTOR-atp-3",NA,"L1","atp-3","WBGene00000230","Failed to pass RNAi identity QC and Sanger sequencing found a recombined vector, with multiple cloning site truncated and T7 promotor deleted. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.F21C3.6 met6_lib3","met6_lib3","F21C3.6","WBGene00009005","L1","nduf-7","WBGene00012376",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.K08C9.1 met6_lib4","met6_lib4","K08C9.1","WBGene00010650","L1","dhs-3","WBGene00000967",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.coq_1 met6_lib4","met6_lib4","coq-1","WBGene00000761","L1","coq-1","WBGene00000761",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_jhdm_1 met6_lib4","met6_lib4","VECTORLIKE-jhdm-1",NA,"L1","jhdm-1","WBGene00020821","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified an insertion targeting to a pseudogene C14B1.7 , which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.srg_32 met6_lib6","met6_lib6","srg-32","WBGene00005189","L1","yars-1","WBGene00013677",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.VECTORLIKE_T26E3.7 met6_lib6","met6_lib6","RCBVECTOR-T26E3.7",NA,"L1","T26E3.7","WBGene00012040","Failed to pass RNAi identity QC and Sanger sequencing found a vector with truncated multiple cloning site and T7 promoter. Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.shpk_1 met7_lib1","met7_lib1","shpk-1","WBGene00012017","L1","shpk-1","WBGene00012017",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.R02D5.3 met7_lib1","met7_lib1","R02D5.3","WBGene00010977","L1","mcp-1","WBGene00015678",NA,"swap",TRUE,FALSE,FALSE,FALSE,FALSE,0
"x.ZK1058.3 met7_lib2","met7_lib2","ZK1058.3","WBGene00014203","L1","ZK1058.3","WBGene00014203",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.Y17G7B.3 met7_lib2","met7_lib2","Y17G7B.3","WBGene00012459","L1","Y17G7B.3","WBGene00012459",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.gale_1 met7_lib3","met7_lib3","gale-1","WBGene00008132","L1","gale-1","WBGene00008132",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pck_3 met7_lib3","met7_lib3","pck-3","WBGene00019151","L1","pck-3","WBGene00019151",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.polg_1 met7_lib3","met7_lib3","polg-1","WBGene00013258","L1","tre-5","WBGene00006611",NA,"swap",TRUE,TRUE,FALSE,FALSE,FALSE,0
"x.VECTORLIKE_gsy_1 met7_lib3","met7_lib3","SHORT-gsy-1",NA,"L1","gsy-1","WBGene00001793","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~130bp insertion, with 22bp targeting to gsy-1, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.pgph_3 met7_lib3","met7_lib3","pgph-3","WBGene00016892","L1","pgph-3","WBGene00016892",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.Y71F9B.9 met7_lib4","met7_lib4","Y71F9B.9","WBGene00022130","L1","Y71F9B.9","WBGene00022130",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.icl_1 met7_lib4","met7_lib4","icl-1","WBGene00001564","L1","icl-1","WBGene00001564",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.bgal_1 met7_lib5","met7_lib5","bgal-1","WBGene00011832","L1","bgal-1","WBGene00011832",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.F41E6.5 met7_lib5","met7_lib5","F41E6.5","WBGene00018286","L1","F41E6.5","WBGene00018286",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_F26D11.1 met7_lib5","met7_lib5","VECTORLIKE-F26D11.1",NA,"L1","F26D11.1","WBGene00017818","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~450bp targeting to the non-coding region of C. elegans genome, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.pfk_1.2 met7_lib5","met7_lib5","pfk-1.2","WBGene00008230","L1","pfk-1.2","WBGene00008230",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_R151.2 met7_lib6","met7_lib6","RCBVECTOR-R151.2",NA,"L1","R151.2","WBGene00020107","Failed to pass RNAi identity QC and Sanger sequencing found a vector without T7 promoter and with unknown sequences (poor BLAST result). Therefore, the RNAi plasmid lacked valid dsRNA expression region, which is likely a result of vector recombination, and is expected to be deficient in producing dsRNA. [NOTE: The RNAi identity of this clone has been changed in a later stage of this project, based on recent Sanger sequencing results or criteria. This caused the inconsistency between the RNAi ID and RNAi target gene name. Please refer to RNAi target gene name for the final definition of this RNAi identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.bgal_2 met7_lib6","met7_lib6","bgal-2","WBGene00019225","L1","bgal-2","WBGene00019225",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.T21C9.6 met7_lib6","met7_lib6","T21C9.6","WBGene00011893","L1","T21C9.6","WBGene00011893",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.MULTIPLE_chil_19_21 met7_lib6","met7_lib6","MULTIPLE-chil-19-21",NA,"L1","C26D10.4","WBGene00007745","RNAi identity QC found the insert of the RNAi plasmid accidentally spaned multiple genes, resulting in unclear targeting specificity. Sanger sequencing found an insertion targeting to chil-19/21 because of high sequence similarity of the two genes. The tentative target genes (based on dsRNA signals / Sanger sequencing) were labeled in the RNAi gene name.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.moc_3 met8_lib1","met8_lib1","NOSIGNAL-moc-3",NA,"L1","moc-3","WBGene00018357","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing returned no signal from both sides of the multiple cloning site. [NOTE: The target gene name in RNAi ID (moc-3) is different than that in the actual RNAi target annotation (NOSIGNAL FAILED QC). This is NOT a typo. Sanger sequencing of this RNAi clone was done in later stage of the project, therefore the ""RNAiID"" was not corrected for this sample (issue discovered date: June 27, 2023). Please refer to the actual RNAi gene name and WBID for the RNAi target identity.]","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.nit_1 met8_lib1","met8_lib1","nit-1","WBGene00014206","L1","nit-1","WBGene00014206",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.SHORT_acs_6 met8_lib1","met8_lib1","SHORT-acs-6",NA,"L1","acs-6","WBGene00022849","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified 23bp +21 bp targeting to acs-6, which is a truncated (short) insert of a regular RNAi clone and may or may not give a knockdown effect.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.trxr_2 met8_lib1","met8_lib1","trxr-2","WBGene00014028","L1","trxr-2","WBGene00014028",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.ctl_2 met8_lib1","met8_lib1","ctl-2","WBGene00000831","L1","ctl-2","WBGene00000831",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.anmt_1 met8_lib2","met8_lib2","anmt-1","WBGene00015124","L1","anmt-1","WBGene00015124",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.cest_5.1 met8_lib2","met8_lib2","cest-5.1","WBGene00015279","L1","C01B10.3","WBGene00015278",NA,"swap",TRUE,FALSE,TRUE,FALSE,FALSE,0
"x.icmt_1 met8_lib2","met8_lib2","icmt-1","WBGene00017673","L1","icmt-1","WBGene00017673",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.VECTORLIKE_ZC434.8 met8_lib2","met8_lib2","VECTORLIKE-ZC434.8",NA,"L1","ZC434.8","WBGene00013894","Failed to pass RNAi identity QC due to low efficiency and/or lack of target dsRNA signals. Sanger sequencing of the RNAi plasmid identified ~350bp insertion mapped to L4440 vector backbone, which is similar to a vector control RNAi that expresses a non-targeting dsRNA.","error",FALSE,FALSE,FALSE,FALSE,FALSE,0
"x.C53D5.5 met8_lib2","met8_lib2","C53D5.5","WBGene00016906","L1","C53D5.5","WBGene00016906",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.T03D8.6 met8_lib2","met8_lib2","T03D8.6","WBGene00011393","L1","T03D8.6","WBGene00011393",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
"x.pho_4 met8_lib2","met8_lib2","pho-4","WBGene00004023","L1","pho-4","WBGene00004023",NA,"correct",TRUE,TRUE,TRUE,FALSE,FALSE,0
