rxnID,rxnFormula,LB,UB,note
EX00156,4hbz[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04722,thcholstoic[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00475,cytd[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00881,dcyt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00159,man[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00158,cit[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05332,peamn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00330,dgsn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05335,selmeth[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01179,34hpp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00288,hco3[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00016,fad[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00704,o2s[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00366,urate[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0208,sph1p_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX06341,xoltri27[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00811,T4hcinnm[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01137,ametam[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0201,sphmyln_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00818,glcr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00954,ind3ac[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00081,itp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00080,h[e]  <=> ,-1000,1000,"Original iCEL1314 reaction and default constraints."
EX00486,bilirub[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00082,tyr-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00084,acald[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00086,urea[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00089,sucr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00696,prostgd2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05688,selcys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0058,pe_BAC[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00376,retinal[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01921,gchola[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01762,xtsn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02505,pad[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01888,aact[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00379,xylt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00473,retinol[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00009,pi[e]  <=> ,-1000,1000,"Original iCEL1314 reaction and default constraints."
EXC0216,gbside_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00124,gal[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0214,galgluside_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0213,gluside_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00123,leu-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0211,sphings_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0210,sphs1p_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05635,5hoxindoa[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00001,h2o[e]  <=> ,-1000,1000,"Original iCEL1314 reaction and default constraints."
EX00121,rib-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01161,34dhpha[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00007,o2[e]  <=> ,-1000,1000,"Original iCEL1314 reaction and default constraints."
EX00075,utp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00575,camp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04598,paf[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00577,glyald[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00328,Lkynr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02188,peplys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00671,3mop[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX14819,fe3[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX06424,ttdca[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00909,leuktrA4[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0174,ascr7[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00002,atp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00127,gthox[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05828,3mlda[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00272,thbpt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0072,soluble_BAC[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00906,56dthm[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00048,glx[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX03758,dopa[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00037,gly[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00031,glc-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00032,pheme[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00033,ac[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00049,asp-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01613,stachyose[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX17337,7a3o4chlstnt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05519,athr-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05455,xol7aone[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00134,ptrc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00191,glcur[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00402,asp-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00268,dhbpt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00133,ala-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00132,meoh[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05697,sel[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01717,kynate[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0181,ascr18[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00785,urcan[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05356,5HPET[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX11499,sl-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00780,srtn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00262,hxan[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00669,glucys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00388,hista[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00544,hgentis[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00322,2oxoadp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00546,mthgxl[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02094,caro[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX15610,xol27oh[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00299,uri[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01419,cgly[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00387,gsn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00708,i[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00385,xan[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX03284,3aib[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00111,dhap[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0161,ascr5[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0160,ascr3[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0163,ascr1[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0162,ascr10[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0001,Rtotal2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00018,pydx5p[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0065,glycogen_BAC[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02679,ddca[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00311,icit[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00022,pyr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00021,ahcys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00019,amet[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00027,h2o2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00026,akg[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00025,glu-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01083,tre[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00181,xyl-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00183,val-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00185,clb[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00186,lac-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00187,chsterol[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00188,thr-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00532,abt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00106,ura[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00189,etha[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00108,anth[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00109,2obut[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX06232,mobd[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00253,nac[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00259,arab-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00256,lac-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02946,4aabutn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00559,dad-2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00116,glyc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00094,so3[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00315,spmd[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01996,ach[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00077,orn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00719,glyb[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00407,ile-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00072,ascb-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00197,3pg[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0152,pepX[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00011,co2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02737,ps[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0159,ascr2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0013,q8[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00455,nmn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00219,arachd[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01132,acgal[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00214,thymd[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00245,taur[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00243,lcts[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00329,gam[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01879,5oxpro[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00318,crn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00014,nh4[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00059,so4[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00320,tsul[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00073,met-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00249,hdca[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00643,5htrp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00642,4hphac[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00054,pap[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX03722,quln[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00051,gthrd[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02165,leuktrB4[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX03917,5adtststerone[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05127,mhista[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00114,chol[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00670,g3pc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04230,lpchol[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05122,tchola[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04853,leuktrB4woh[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00777,retn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00565,tma[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00266,gcald[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01530,ocdca[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00523,andrstrn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00526,duri[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01326,cyan[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00294,ins[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00058,for[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00483,tym[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00469,etoh[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00655,xmp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05852,2hyoxplac[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0142,phospholipid_BAC[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0141,mercplaccys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00233,4mop[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX17339,xoldiolone[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02918,1mncam[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00239,dcmp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX11135,andrstrnglc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00334,4abut[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00438,cbasp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00439,forglu[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00047,lys-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0203,spc_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00041,ala-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00042,succ[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05402,melib[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00163,ppa[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04227,octpmn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX14818,fe2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00166,phpyr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00167,udpglcur[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00164,acac[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00437,acorn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01060,35diotyr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00301,adprib[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00632,3hanthrn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00794,sbt-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX11061,retnglc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0207,sphgn_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00535,tststerone[e]  <=> ,-0.01,1000,"Allowing minimal flux in an exchange reaction EX00535 because its flux is required for internal reactions to carry flux but this reaction was not included in the uptake reactions."
EX03793,tmlys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0060,ps_BAC[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0202,crmp_ce[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05512,din[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00095,fru[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05787,bildglcur[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05100,3uib[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0135,vacc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00427,prostgh2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC0063,clpn_BAC[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00588,cholp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00422,tag[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00160,glyclt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01755,tcynt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00584,prostge2[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00695,cholate[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02642,cala[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01697,galt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02415,Nlys[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00429,56dura[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00583,12ppd-R[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01194,pail[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00162,Rtotal[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00506,Lcyst[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00631,2pg[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00152,asn-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00355,34dhphe[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00398,trypta[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00346,ethamp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00079,phe-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00344,pglyc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00101,thf[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01595,lnlc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01885,mag[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00979,acser[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX02763,enphpyr[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX18126,lpglyc[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00350,pe[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00504,fol[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00242,gua[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX18125,acg3ps[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00178,thym[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05684,selnt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00137,inost[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00122,fum[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00147,ade[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX15519,xol25oh[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00141,3mob[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05422,dhdascb[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00143,mlthf[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01103,orot5p[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00074,pep[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00459,dttp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00148,pro-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00149,mal-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00212,adn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01205,3aib-D[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00295,orot[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01181,4tmeabutn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX05984,2hb[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01185,nicrnt[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00068,thmpp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00067,fald[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00354,fdp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00065,ser-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00064,gln-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00062,arg-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00061,fmn[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00352,gam6p[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00078,trp-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX01801,drib[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04677,aicar[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX15520,xoltri25[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00170,5mta[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00750,sprm[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00135,his-L[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00940,akgm[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX04317,ak2lgchol[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EX00942,35cgmp[e]  -> ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC9999,storageMet[e]  -> NonMetConst1754 ,0,1000,"Original iCEL1314 reaction and default constraints."
EXC9998,sideMet[e]  -> NonMetConst1755 ,0,1000,"Original iCEL1314 reaction and default constraints."
UPK0013,tre[c] + 3.42295 storageMet[e]  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UPK0014,tag[c] + 8.55777 storageMet[e]  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UPK0012,glycogen[c] + 1.6214 storageMet[e]  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00197,3pg[e] + 1.83032 sideMet[e] + 1.83032 NonMetConst1485  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00532,abt[e] + 1.52145 sideMet[e] + 1.52145 NonMetConst1486  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00334,4abut[e] + 1.0312 sideMet[e] + 1.0312 NonMetConst1487  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP05984,2hb[e] + 1.03096 sideMet[e] + 1.03096 NonMetConst1488  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00439,forglu[e] + 1.72139 sideMet[e] + 1.72139 NonMetConst1489  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP05335,selmeth[e] + 1.96118 sideMet[e] + 1.96118 NonMetConst1490  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP02630,2hglut[e] + 1.46097 sideMet[e] + 1.46097 NonMetConst1491  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00214,thymd[e] + 2.4223 sideMet[e] + 2.4223 NonMetConst1492  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00818,glcr[e] + 2.08121 sideMet[e] + 2.08121 NonMetConst1493  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00186,lac-L[e] + 0.890695 sideMet[e] + 0.890695 NonMetConst1494  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00099,ala-B[e] + 0.890933 sideMet[e] + 0.890933 NonMetConst1495  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00750,sprm[e] + 2.06375 sideMet[e] + 2.06375 NonMetConst1496  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00079,phe-L[e] + 1.65191 sideMet[e] + 1.65191 NonMetConst1497  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
UP00049,asp-L[e] + 1.32094 sideMet[e] + 1.32094 NonMetConst1498  <=> ,-1000,0,"Original iCEL1314 reaction and default constraints."
